S_UNNR,N_LFDNR,S_VORSILBE,S_NAME,S_SPEZIFIKATION,S_KLASSE,S_KLASSIFIZIERUNGSCODE,S_VP_GRUPPE,S_KENN1,S_KENN2,S_KENN3,S_KENN4,SV_10,SV_11,S_BEGRENZTE_MENGEN,S_FREIGEST_MENGEN,S_ZUSAMMENPACKUNG1,S_ZUSAMMENPACKUNG2,S_TANK_CODE1,S_TANK_CODE2,S_TANKFAHRZEUG,S_BEFOERDERUNGSKATEGORIE,S_TUNNEL_CODE,S_GEFAHRNR,N_MULTIPLIKATOR,N_ERGAENZ_TECH,S_VERTRAEGL_GR,N_VERBOT,N_UNNR,N_SICHERUNG,S_MENGE_SICHERUNG_TANK,S_MENGE_SICHERUNG_LS,S_MENGE_SICHERUNG_VP,S_KENNZ_N
169,1,,GESCHOSSE,mit Sprengladung,1.0,1.2D,,1,,,,,,0,E0,MP21,,,,,1,B1000C,,50.0,0.0,D,1,169,1.0,a),a),0,
171,1,,"MUNITION, LEUCHT","mit oder ohne Zerleger, Ausstoß- oder Treibladung",1.0,1.2G,,1,,,,,,0,E0,MP23,,,,,1,B1000C,,50.0,0.0,G,1,171,1.0,a),a),0,
173,1,,AUSLÖSEVORRICHTUNGEN MIT EXPLOSIVSTOFF,,1.0,1.4S,,1.4,,,,,,0,E0,MP23,,,,,4,E,,0.0,0.0,S,1,173,0.0,,,,
174,1,,SPRENGNIETE,,1.0,1.4S,,1.4,,,,,,0,E0,MP23,,,,,4,E,,0.0,0.0,S,1,174,0.0,,,,
180,1,,RAKETEN,mit Sprengladung,1.0,1.1F,,1,,,,,,0,E0,MP23,,,,,1,B1000C,,50.0,0.0,F,1,180,1.0,a),a),0,
181,1,,RAKETEN,mit Sprengladung,1.0,1.1E,,1,,,,,,0,E0,MP21,,,,,1,B1000C,,50.0,0.0,E,1,181,1.0,a),a),0,
182,1,,RAKETEN,mit Sprengladung,1.0,1.2E,,1,,,,,,0,E0,MP21,,,,,1,B1000C,,50.0,0.0,E,1,182,1.0,a),a),0,
183,1,,RAKETEN,mit inertem Kopf,1.0,1.3C,,1,,,,,,0,E0,MP22,,,,,1,C5000D,,50.0,0.0,C,1,183,1.0,a),a),0,
186,1,,RAKETENMOTOREN,,1.0,1.3C,,1,,,,,,0,E0,MP22,MP24,,,,1,C5000D,,50.0,0.0,C,1,186,1.0,a),a),0,
190,1,,"EXPLOSIVSTOFF, MUSTER",außer Initialsprengstoff,1.0,,,,,,,,,0,E0,MP2,,,,,0,E,,,1.0,,1,190,0.0,,,,
191,1,,"SIGNALKÖRPER, HAND",,1.0,1.4G,,1.4,,,,,,0,E0,MP23,MP24,,,,2,E,,3.0,0.0,G,1,191,0.0,,,,
192,1,,"KNALLKAPSELN, EISENBAHN",,1.0,1.1G,,1,,,,,,0,E0,MP23,,,,,1,B1000C,,50.0,0.0,G,1,192,1.0,a),a),0,
193,1,,"KNALLKAPSELN, EISENBAHN",,1.0,1.4S,,1.4,,,,,,0,E0,MP23,,,,,4,E,,0.0,0.0,S,1,193,0.0,,,,
194,1,,"SIGNALKÖRPER, SEENOT",,1.0,1.1G,,1,,,,,,0,E0,MP23,MP24,,,,1,B1000C,,50.0,0.0,G,1,194,1.0,a),a),0,
195,1,,"SIGNALKÖRPER, SEENOT",,1.0,1.3G,,1,,,,,,0,E0,MP23,MP24,,,,1,C5000D,,50.0,0.0,G,1,195,0.0,,,,
196,1,,"SIGNALKÖRPER, RAUCH",,1.0,1.1G,,1,,,,,,0,E0,MP23,,,,,1,B1000C,,50.0,0.0,G,1,196,1.0,a),a),0,
197,1,,"SIGNALKÖRPER, RAUCH",,1.0,1.4G,,1.4,,,,,,0,E0,MP23,MP24,,,,2,E,,3.0,0.0,G,1,197,0.0,,,,
204,1,,"FALLLOTE, MIT EXPLOSIVSTOFF",,1.0,1.2F,,1,,,,,,0,E0,MP23,,,,,1,B1000C,,50.0,0.0,F,1,204,1.0,a),a),0,
207,1,,TETRANITROANILIN,,1.0,1.1D,,1,,,,,,0,E0,MP20,,,,,1,B1000C,,50.0,0.0,D,1,207,1.0,a),a),0,
208,1,,TRINITROPHENYLMETHYLNITRAMIN,,1.0,1.1D,,1,,,,,,0,E0,MP20,,,,,1,B1000C,,50.0,0.0,D,1,208,1.0,a),a),0,-
208,2,,TETRYL,,1.0,1.1D,,1,,,,,,0,E0,MP20,,,,,1,B1000C,,50.0,0.0,D,1,208,1.0,a),a),0,-
209,1,,TRINITROTOLUEN,trocken,1.0,1.1D,,1,,,,,,0,E0,MP20,,,,,1,B1000C,,50.0,0.0,D,1,209,1.0,a),a),0,+
209,2,,TNT,trocken,1.0,1.1D,,1,,,,,,0,E0,MP20,,,,,1,B1000C,,50.0,0.0,D,1,209,1.0,a),a),0,+
209,3,,TRINITROTOLUEN,angefeuchtet mit weniger als 30 Masse-% Wasser,1.0,1.1D,,1,,,,,,0,E0,MP20,,,,,1,B1000C,,50.0,0.0,D,1,209,1.0,a),a),0,+
209,4,,TNT,angefeuchtet mit weniger als 30 Masse-% Wasser,1.0,1.1D,,1,,,,,,0,E0,MP20,,,,,1,B1000C,,50.0,0.0,D,1,209,1.0,a),a),0,+
209,5,,,,1.0,1.1D,,1,,,,,,0,E0,MP20,,,,,1,B1000C,,50.0,0.0,D,1,209,1.0,a),a),0,+
209,6,,,,1.0,1.1D,,1,,,,,,0,E0,MP20,,,,,1,B1000C,,50.0,0.0,D,1,209,1.0,a),a),0,+
212,1,,LEUCHTSPURKÖRPER FÜR MUNITION,,1.0,1.3G,,1,,,,,,0,E0,MP23,,,,,1,C5000D,,50.0,0.0,G,1,212,0.0,,,,
213,1,,TRINITROANISOL,,1.0,1.1D,,1,,,,,,0,E0,MP20,,,,,1,B1000C,,50.0,0.0,D,1,213,1.0,a),a),0,+
214,1,,TRINITROBENZEN,trocken,1.0,1.1D,,1,,,,,,0,E0,MP20,,,,,1,B1000C,,50.0,0.0,D,1,214,1.0,a),a),0,+
214,2,,TRINITROBENZEN,angefeuchtet mit weniger als 30 Masse-% Wasser,1.0,1.1D,,1,,,,,,0,E0,MP20,,,,,1,B1000C,,50.0,0.0,D,1,214,1.0,a),a),0,+
215,1,,TRINITROBENZOESÄURE,trocken,1.0,1.1D,,1,,,,,,0,E0,MP20,,,,,1,B1000C,,50.0,0.0,D,1,215,1.0,a),a),0,
215,2,,TRINITROBENZOESÄURE,angefeuchtet mit weniger als 30 Masse-% Wasser,1.0,1.1D,,1,,,,,,0,E0,MP20,,,,,1,B1000C,,50.0,0.0,D,1,215,1.0,a),a),0,
216,1,,TRINITRO-m-CRESOL,,1.0,1.1D,,1,,,,,,0,E0,MP20,,,,,1,B1000C,,50.0,0.0,D,1,216,1.0,a),a),0,-
217,1,,TRINITRONAPHTHALEN,,1.0,1.1D,,1,,,,,,0,E0,MP20,,,,,1,B1000C,,50.0,0.0,D,1,217,1.0,a),a),0,
218,1,,TRINITROPHENETOL,,1.0,1.1D,,1,,,,,,0,E0,MP20,,,,,1,B1000C,,50.0,0.0,D,1,218,1.0,a),a),0,
219,1,,TRINITRORESORCINOL,trocken,1.0,1.1D,,1,,,,,,0,E0,MP20,,,,,1,B1000C,,50.0,0.0,D,1,219,1.0,a),a),0,-
219,2,,STYPHNINSÄURE,trocken,1.0,1.1D,,1,,,,,,0,E0,MP20,,,,,1,B1000C,,50.0,0.0,D,1,219,1.0,a),a),0,-
219,3,,TRINITRORESORCINOL,angefeuchtet mit weniger als 20 Masse-% Wasser oder einer Alkohol/Wasser-Mischung,1.0,1.1D,,1,,,,,,0,E0,MP20,,,,,1,B1000C,,50.0,0.0,D,1,219,1.0,a),a),0,-
219,4,,STYPHNINSÄURE,angefeuchtet mit weniger als 20 Masse-% Wasser oder einer Alkohol/Wasser-Mischung,1.0,1.1D,,1,,,,,,0,E0,MP20,,,,,1,B1000C,,50.0,0.0,D,1,219,1.0,a),a),0,-
219,5,,,,1.0,1.1D,,1,,,,,,0,E0,MP20,,,,,1,B1000C,,50.0,0.0,D,1,219,1.0,a),a),0,-
219,6,,,,1.0,1.1D,,1,,,,,,0,E0,MP20,,,,,1,B1000C,,50.0,0.0,D,1,219,1.0,a),a),0,-
220,1,,HARNSTOFFNITRAT,trocken,1.0,1.1D,,1,,,,,,0,E0,MP20,,,,,1,B1000C,,50.0,0.0,D,1,220,1.0,a),a),0,
220,2,,HARNSTOFFNITRAT,angefeuchtet mit weniger als 20 Masse-% Wasser,1.0,1.1D,,1,,,,,,0,E0,MP20,,,,,1,B1000C,,50.0,0.0,D,1,220,1.0,a),a),0,
221,1,,"GEFECHTSKÖPFE, TORPEDO",mit Sprengladung,1.0,1.1D,,1,,,,,,0,E0,MP21,,,,,1,B1000C,,50.0,0.0,D,1,221,1.0,a),a),0,
222,1,,AMMONIUMNITRAT,,1.0,1.1D,,1,,,,,,0,E0,MP20,,,,,1,B1000C,,50.0,0.0,D,1,222,1.0,a),a),0,
224,1,,BARIUMAZID,trocken oder angefeuchtet mit weniger als 50 Masse-% Wasser,1.0,1.1A,,1,6.1,,,,,0,E0,MP20,,,,,0,B,,,0.0,A,1,224,1.0,a),a),0,
225,1,,"ZÜNDVERSTÄRKER, MIT DETONATOR",,1.0,1.1B,,1,,,,,,0,E0,MP23,,,,,1,B1000C,,50.0,0.0,B,1,225,1.0,a),a),0,
226,1,,"CYCLOTETRAMETHYLENTETRANITRAMIN, ANGEFEUCHTET",mit mindestens 15 Masse-% Wasser,1.0,1.1D,,1,,,,,,0,E0,MP20,,,,,1,B1000C,,50.0,0.0,D,1,226,1.0,a),a),0,
226,2,,"HMX, ANGEFEUCHTET",mit mindestens 15 Masse-% Wasser,1.0,1.1D,,1,,,,,,0,E0,MP20,,,,,1,B1000C,,50.0,0.0,D,1,226,1.0,a),a),0,
226,3,,"OKTOGEN, ANGEFEUCHTET",mit mindestens 15 Masse-% Wasser,1.0,1.1D,,1,,,,,,0,E0,MP20,,,,,1,B1000C,,50.0,0.0,D,1,226,1.0,a),a),0,
234,1,,NATRIUMDINITROORTHOCRESOLAT,trocken,1.0,1.3C,,1,,,,,,0,E0,MP20,,,,,1,C5000D,,50.0,0.0,C,1,234,1.0,a),a),0,+
234,2,,NATRIUMDINITROORTHOCRESOLAT,angefeuchtet mit weniger als 15 Masse-% Wasser,1.0,1.3C,,1,,,,,,0,E0,MP20,,,,,1,C5000D,,50.0,0.0,C,1,234,1.0,a),a),0,+
235,1,,NATRIUMPIKRAMAT,trocken,1.0,1.3C,,1,,,,,,0,E0,MP20,,,,,1,C5000D,,50.0,0.0,C,1,235,1.0,a),a),0,
235,2,,NATRIUMPIKRAMAT,angefeuchtet mit weniger als 20 Masse-% Wasser,1.0,1.3C,,1,,,,,,0,E0,MP20,,,,,1,C5000D,,50.0,0.0,C,1,235,1.0,a),a),0,
236,1,,ZIRKONIUMPIKRAMAT,trocken,1.0,1.3C,,1,,,,,,0,E0,MP20,,,,,1,C5000D,,50.0,0.0,C,1,236,1.0,a),a),0,
236,2,,ZIRKONIUMPIKRAMAT,angefeuchtet mit weniger als 20 Masse-% Wasser,1.0,1.3C,,1,,,,,,0,E0,MP20,,,,,1,C5000D,,50.0,0.0,C,1,236,1.0,a),a),0,
237,1,,"SCHNEIDLADUNG, BIEGSAM, GESTRECKT",,1.0,1.4D,,1.4,,,,,,0,E0,MP21,,,,,2,E,,3.0,0.0,D,1,237,1.0,a),a),0,
238,1,,"RAKETEN, LEINENWURF",,1.0,1.2G,,1,,,,,,0,E0,MP23,MP24,,,,1,B1000C,,50.0,0.0,G,1,238,1.0,a),a),0,
240,1,,"RAKETEN, LEINENWURF",,1.0,1.3G,,1,,,,,,0,E0,MP23,MP24,,,,1,C5000D,,50.0,0.0,G,1,240,0.0,,,,
241,1,,"SPRENGSTOFF, TYP E",,1.0,1.1D,,1,,,,,,0,E0,MP20,,,,,1,B1000C,,20.0,1.0,D,1,241,1.0,a),a),0,
242,1,,TREIBLADUNGEN FÜR GESCHÜTZE,,1.0,1.3C,,1,,,,,,0,E0,MP22,,,,,1,C5000D,,50.0,0.0,C,1,242,1.0,a),a),0,
243,1,,"MUNITION, BRAND, WEISSER PHOSPHOR","mit Zerleger, Ausstoß- oder Treibladung",1.0,1.2H,,1,,,,,,0,E0,MP23,,,,,1,B1000C,,50.0,0.0,H,1,243,1.0,a),a),0,
244,1,,"MUNITION, BRAND, WEISSER PHOSPHOR","mit Zerleger, Ausstoß- oder Treibladung",1.0,1.3H,,1,,,,,,0,E0,MP23,,,,,1,C,,50.0,0.0,H,1,244,0.0,,,,
245,1,,"MUNITION, NEBEL, WEISSER PHOSPHOR","mit Zerleger, Ausstoß- oder Treibladung",1.0,1.2H,,1,,,,,,0,E0,MP23,,,,,1,B1000C,,50.0,0.0,H,1,245,1.0,a),a),0,
246,1,,"MUNITION, NEBEL, WEISSER PHOSPHOR","mit Zerleger, Ausstoß- oder Treibladung",1.0,1.3H,,1,,,,,,0,E0,MP23,,,,,1,C,,50.0,0.0,H,1,246,0.0,,,,
247,1,,"MUNITION, BRAND","mit flüssigem oder geliertem Brandstoff, mit Zerleger, Ausstoß- oder Treibladung",1.0,1.3J,,1,,,,,,0,E0,MP23,,,,,1,C,,50.0,0.0,J,1,247,0.0,,,,
248,1,,"VORRICHTUNGEN, DURCH WASSER AKTIVIERBAR","mit Zerleger, Ausstoß- oder Treibladung",1.0,1.2L,,1,,,,,,0,E0,MP1,,,,,0,B,,,1.0,L,1,248,1.0,a),a),0,
249,1,,"VORRICHTUNGEN, DURCH WASSER AKTIVIERBAR","mit Zerleger, Ausstoß- oder Treibladung",1.0,1.3L,,1,,,,,,0,E0,MP1,,,,,0,B,,,1.0,L,1,249,0.0,,,,
250,1,,RAKETENTRIEBWERKE MIT HYPERGOLEN,mit oder ohne Ausstoßladung,1.0,1.3L,,1,,,,,,0,E0,MP1,,,,,0,B,,,0.0,L,1,250,0.0,,,,
254,1,,"MUNITION, LEUCHT","mit oder ohne Zerleger, Ausstoß- oder Treibladung",1.0,1.3G,,1,,,,,,0,E0,MP23,,,,,1,C5000D,,50.0,0.0,G,1,254,0.0,,,,
255,1,,"SPRENGKAPSELN, ELEKTRISCH",,1.0,1.4B,,1.4,,,,,,0,E0,MP23,,,,,2,E,,3.0,0.0,B,1,255,1.0,a),a),0,
257,1,,"ZÜNDER, SPRENGKRÄFTIG",,1.0,1.4B,,1.4,,,,,,0,E0,MP23,,,,,2,E,,3.0,0.0,B,1,257,0.0,,,,
266,1,,OKTOLIT,trocken,1.0,1.1D,,1,,,,,,0,E0,MP20,,,,,1,B1000C,,50.0,0.0,D,1,266,1.0,a),a),0,+
266,2,,OCTOL,trocken,1.0,1.1D,,1,,,,,,0,E0,MP20,,,,,1,B1000C,,50.0,0.0,D,1,266,1.0,a),a),0,+
266,3,,OKTOLIT,angefeuchtet mit weniger als 15 Masse-% Wasser,1.0,1.1D,,1,,,,,,0,E0,MP20,,,,,1,B1000C,,50.0,0.0,D,1,266,1.0,a),a),0,+
266,4,,OCTOL,angefeuchtet mit weniger als 15 Masse-% Wasser,1.0,1.1D,,1,,,,,,0,E0,MP20,,,,,1,B1000C,,50.0,0.0,D,1,266,1.0,a),a),0,+
267,1,,"SPRENGKAPSELN, NICHT ELEKTRISCH",,1.0,1.4B,,1.4,,,,,,0,E0,MP23,,,,,2,E,,3.0,0.0,B,1,267,1.0,a),a),0,
268,1,,"ZÜNDVERSTÄRKER, MIT DETONATOR",,1.0,1.2B,,1,,,,,,0,E0,MP23,,,,,1,B1000C,,50.0,0.0,B,1,268,1.0,a),a),0,
271,1,,TREIBSÄTZE,,1.0,1.1C,,1,,,,,,0,E0,MP22,,,,,1,B1000C,,50.0,0.0,C,1,271,1.0,a),a),0,
272,1,,TREIBSÄTZE,,1.0,1.3C,,1,,,,,,0,E0,MP22,,,,,1,C5000D,,50.0,0.0,C,1,272,1.0,a),a),0,
275,1,,KARTUSCHEN FÜR TECHNISCHE ZWECKE,,1.0,1.3C,,1,,,,,,0,E0,MP22,,,,,1,C5000D,,50.0,0.0,C,1,275,1.0,a),a),0,
276,1,,KARTUSCHEN FÜR TECHNISCHE ZWECKE,,1.0,1.4C,,1.4,,,,,,0,E0,MP22,,,,,2,E,,3.0,0.0,C,1,276,0.0,,,,
277,1,,"KARTUSCHEN, ERDÖLBOHRLOCH",,1.0,1.3C,,1,,,,,,0,E0,MP22,,,,,1,C5000D,,50.0,0.0,C,1,277,1.0,a),a),0,
278,1,,"KARTUSCHEN, ERDÖLBOHRLOCH",,1.0,1.4C,,1.4,,,,,,0,E0,MP22,,,,,2,E,,3.0,0.0,C,1,278,0.0,,,,
279,1,,TREIBLADUNGEN FÜR GESCHÜTZE,,1.0,1.1C,,1,,,,,,0,E0,MP22,,,,,1,B1000C,,50.0,0.0,C,1,279,1.0,a),a),0,
280,1,,RAKETENMOTOREN,,1.0,1.1C,,1,,,,,,0,E0,MP22,,,,,1,B1000C,,50.0,0.0,C,1,280,1.0,a),a),0,
281,1,,RAKETENMOTOREN,,1.0,1.2C,,1,,,,,,0,E0,MP22,,,,,1,B1000C,,50.0,0.0,C,1,281,1.0,a),a),0,
282,1,,NITROGUANIDIN,trocken,1.0,1.1D,,1,,,,,,0,E0,MP20,,,,,1,B1000C,,50.0,0.0,D,1,282,1.0,a),a),0,
282,2,,PICRIT,trocken,1.0,1.1D,,1,,,,,,0,E0,MP20,,,,,1,B1000C,,50.0,0.0,D,1,282,1.0,a),a),0,
282,3,,NITROGUANIDIN,angefeuchtet mit weniger als 20 Masse-% Wasser,1.0,1.1D,,1,,,,,,0,E0,MP20,,,,,1,B1000C,,50.0,0.0,D,1,282,1.0,a),a),0,
282,4,,PICRIT,angefeuchtet mit weniger als 20 Masse-% Wasser,1.0,1.1D,,1,,,,,,0,E0,MP20,,,,,1,B1000C,,50.0,0.0,D,1,282,1.0,a),a),0,
283,1,,ZÜNDVERSTÄRKER,ohne Detonator,1.0,1.2D,,1,,,,,,0,E0,MP21,,,,,1,B1000C,,50.0,0.0,D,1,283,1.0,a),a),0,
284,1,,GRANATEN,"Hand oder Gewehr, mit Sprengladung",1.0,1.1D,,1,,,,,,0,E0,MP21,,,,,1,B1000C,,50.0,0.0,D,1,284,1.0,a),a),0,
285,1,,GRANATEN,"Hand oder Gewehr, mit Sprengladung",1.0,1.2D,,1,,,,,,0,E0,MP21,,,,,1,B1000C,,50.0,0.0,D,1,285,1.0,a),a),0,
286,1,,"GEFECHTSKÖPFE, RAKETE",mit Sprengladung,1.0,1.1D,,1,,,,,,0,E0,MP21,,,,,1,B1000C,,50.0,0.0,D,1,286,1.0,a),a),0,
287,1,,"GEFECHTSKÖPFE, RAKETE",mit Sprengladung,1.0,1.2D,,1,,,,,,0,E0,MP21,,,,,1,B1000C,,50.0,0.0,D,1,287,1.0,a),a),0,
288,1,,"SCHNEIDLADUNG, BIEGSAM, GESTRECKT",,1.0,1.1D,,1,,,,,,0,E0,MP21,,,,,1,B1000C,,50.0,0.0,D,1,288,1.0,a),a),0,
289,1,,SPRENGSCHNUR,biegsam,1.0,1.4D,,1.4,,,,,,0,E0,MP21,,,,,2,E,,3.0,0.0,D,1,289,1.0,a),a),0,
290,1,,SPRENGSCHNUR,mit Metallmantel,1.0,1.1D,,1,,,,,,0,E0,MP21,,,,,1,B1000C,,50.0,0.0,D,1,290,1.0,a),a),0,
290,2,,,,1.0,1.1D,,1,,,,,,0,E0,MP21,,,,,1,B1000C,,50.0,0.0,D,1,290,1.0,a),a),0,
291,1,,BOMBEN,mit Sprengladung,1.0,1.2F,,1,,,,,,0,E0,MP23,,,,,1,B1000C,,50.0,0.0,F,1,291,1.0,a),a),0,
292,1,,GRANATEN,"Hand oder Gewehr, mit Sprengladung",1.0,1.1F,,1,,,,,,0,E0,MP23,,,,,1,B1000C,,50.0,0.0,F,1,292,1.0,a),a),0,
293,1,,GRANATEN,"Hand oder Gewehr, mit Sprengladung",1.0,1.2F,,1,,,,,,0,E0,MP23,,,,,1,B1000C,,50.0,0.0,F,1,293,1.0,a),a),0,
294,1,,MINEN,mit Sprengladung,1.0,1.2F,,1,,,,,,0,E0,MP23,,,,,1,B1000C,,50.0,0.0,F,1,294,1.0,a),a),0,
295,1,,RAKETEN,mit Sprengladung,1.0,1.2F,,1,,,,,,0,E0,MP23,,,,,1,B1000C,,50.0,0.0,F,1,295,1.0,a),a),0,
296,1,,"FALLLOTE, MIT EXPLOSIVSTOFF",,1.0,1.1F,,1,,,,,,0,E0,MP23,,,,,1,B1000C,,50.0,0.0,F,1,296,1.0,a),a),0,
297,1,,"MUNITION, LEUCHT","mit oder ohne Zerleger, Ausstoß- oder Treibladung",1.0,1.4G,,1.4,,,,,,0,E0,MP23,,,,,2,E,,3.0,0.0,G,1,297,0.0,,,,
299,1,,"BOMBEN, BLITZLICHT",,1.0,1.3G,,1,,,,,,0,E0,MP23,,,,,1,C5000D,,50.0,0.0,G,1,299,0.0,,,,
300,1,,"MUNITION, BRAND","mit oder ohne Zerleger, Ausstoß- oder Treibladung",1.0,1.4G,,1.4,,,,,,0,E0,MP23,,,,,2,E,,3.0,0.0,G,1,300,0.0,,,,
301,1,,"MUNITION, AUGENREIZSTOFF","mit Zerleger, Ausstoß- oder Treibladung",1.0,1.4G,,1.4,6.1,8,,,,0,E0,MP23,,,,,2,E,,3.0,0.0,G,1,301,0.0,,,,
303,1,,"MUNITION, NEBEL","mit oder ohne Zerleger, Ausstoß- oder Treibladung",1.0,1.4G,,1.4,,,,,,0,E0,MP23,,,,,2,E,,3.0,0.0,G,1,303,0.0,,,,
303,2,,"MUNITION, NEBEL","mit oder ohne Zerleger, Ausstoß- oder Treibladung, mit ätzenden Stoffen",1.0,1.4G,,1.4,8,,,,,0,E0,MP23,,,,,2,E,,3.0,0.0,G,1,303,0.0,,,,
303,3,,"MUNITION, NEBEL","mit oder ohne Zerleger, Ausstoß- oder Treibladung, mit beim Einatmen giftigen Stoffen",1.0,1.4G,,1.4,6.1,,,,,0,E0,MP23,,,,,2,E,,3.0,0.0,G,1,303,0.0,,,,
305,1,,BLITZLICHTPULVER,,1.0,1.3G,,1,,,,,,0,E0,MP20,,,,,1,C5000D,,50.0,0.0,G,1,305,0.0,,,,
306,1,,LEUCHTSPURKÖRPER FÜR MUNITION,,1.0,1.4G,,1.4,,,,,,0,E0,MP23,,,,,2,E,,3.0,0.0,G,1,306,0.0,,,,
312,1,,"PATRONEN, SIGNAL",,1.0,1.4G,,1.4,,,,,,0,E0,MP23,MP24,,,,2,E,,3.0,0.0,G,1,312,0.0,,,,
313,1,,"SIGNALKÖRPER, RAUCH",,1.0,1.2G,,1,,,,,,0,E0,MP23,,,,,1,B1000C,,50.0,0.0,G,1,313,1.0,a),a),0,
314,1,,ANZÜNDER,,1.0,1.2G,,1,,,,,,0,E0,MP23,,,,,1,B1000C,,50.0,0.0,G,1,314,1.0,a),a),0,
314,2,,,,1.0,1.2G,,1,,,,,,0,E0,MP23,,,,,1,B1000C,,50.0,0.0,G,1,314,1.0,a),a),0,
315,1,,ANZÜNDER,,1.0,1.3G,,1,,,,,,0,E0,MP23,,,,,1,C5000D,,50.0,0.0,G,1,315,0.0,,,,
315,2,,,,1.0,1.3G,,1,,,,,,0,E0,MP23,,,,,1,C5000D,,50.0,0.0,G,1,315,0.0,,,,
316,1,,"ZÜNDER, NICHT SPRENGKRÄFTIG",,1.0,1.3G,,1,,,,,,0,E0,MP23,,,,,1,C5000D,,50.0,0.0,G,1,316,0.0,,,,
317,1,,"ZÜNDER, NICHT SPRENGKRÄFTIG",,1.0,1.4G,,1.4,,,,,,0,E0,MP23,,,,,2,E,,3.0,0.0,G,1,317,0.0,,,,
318,1,,"GRANATEN, ÜBUNG",Hand oder Gewehr,1.0,1.3G,,1,,,,,,0,E0,MP23,,,,,1,C5000D,,50.0,0.0,G,1,318,0.0,,,,
319,1,,TREIBLADUNGSANZÜNDER,,1.0,1.3G,,1,,,,,,0,E0,MP23,,,,,1,C5000D,,50.0,0.0,G,1,319,0.0,,,,
320,1,,TREIBLADUNGSANZÜNDER,,1.0,1.4G,,1.4,,,,,,0,E0,MP23,,,,,2,E,,3.0,0.0,G,1,320,0.0,,,,
321,1,,PATRONEN FÜR WAFFEN,mit Sprengladung,1.0,1.2E,,1,,,,,,0,E0,MP21,,,,,1,B1000C,,50.0,0.0,E,1,321,1.0,a),a),0,
322,1,,"RAKETENTRIEBWERKE, MIT HYPERGOLEN",mit oder ohne Ausstoßladung,1.0,1.2L,,1,,,,,,0,E0,MP1,,,,,0,B,,,0.0,L,1,322,1.0,a),a),0,
323,1,,KARTUSCHEN FÜR TECHNISCHE ZWECKE,,1.0,1.4S,,1.4,,,,,,0,E0,MP23,,,,,4,E,,0.0,0.0,S,1,323,0.0,,,,
324,1,,GESCHOSSE,mit Sprengladung,1.0,1.2F,,1,,,,,,0,E0,MP23,,,,,1,B1000C,,50.0,0.0,F,1,324,1.0,a),a),0,
325,1,,ANZÜNDER,,1.0,1.4G,,1.4,,,,,,0,E0,MP23,,,,,2,E,,3.0,0.0,G,1,325,0.0,,,,
325,2,,,,1.0,1.4G,,1.4,,,,,,0,E0,MP23,,,,,2,E,,3.0,0.0,G,1,325,0.0,,,,
326,1,,"PATRONEN FÜR WAFFEN, MANÖVER",,1.0,1.1C,,1,,,,,,0,E0,MP22,,,,,1,B1000C,,50.0,0.0,C,1,326,1.0,a),a),0,
327,1,,"PATRONEN FÜR WAFFEN, MANÖVER",,1.0,1.3C,,1,,,,,,0,E0,MP22,,,,,1,C5000D,,50.0,0.0,C,1,327,1.0,a),a),0,
327,2,,"PATRONEN FÜR HANDFEUERWAFFEN, MANÖVER",,1.0,1.3C,,1,,,,,,0,E0,MP22,,,,,1,C5000D,,50.0,0.0,C,1,327,1.0,a),a),0,
328,1,,"PATRONEN FÜR WAFFEN, MIT INERTEM GESCHOSS",,1.0,1.2C,,1,,,,,,0,E0,MP22,,,,,1,B1000C,,50.0,0.0,C,1,328,1.0,a),a),0,
329,1,,TORPEDOS,mit Sprengladung,1.0,1.1E,,1,,,,,,0,E0,MP21,,,,,1,B1000C,,50.0,0.0,E,1,329,1.0,a),a),0,
330,1,,TORPEDOS,mit Sprengladung,1.0,1.1F,,1,,,,,,0,E0,MP23,,,,,1,B1000C,,50.0,0.0,F,1,330,1.0,a),a),0,
331,1,,"SPRENGSTOFF, TYP B",,1.0,1.5D,,1.5,,,,,,0,E0,MP20,,"S2,65AN(+)",,EX/III,1,B1000C,1.5D,20.0,1.0,D,1,331,1.0,0,a),0,
331,2,,,,1.0,1.5D,,1.5,,,,,,0,E0,MP20,,"S2,65AN(+)",,EX/III,1,B1000C,1.5D,20.0,1.0,D,1,331,1.0,0,a),0,
332,1,,"SPRENGSTOFF, TYP E",,1.0,1.5D,,1.5,,,,,,0,E0,MP20,,,,EX/III,1,B1000C,1.5D,20.0,1.0,D,1,332,1.0,0,a),0,
332,2,,,,1.0,1.5D,,1.5,,,,,,0,E0,MP20,,,,EX/III,1,B1000C,1.5D,20.0,1.0,D,1,332,1.0,0,a),0,
333,1,,FEUERWERKSKÖRPER,,1.0,1.1G,,1,,,,,,0,E0,MP23,MP24,,,,1,B1000C,,50.0,0.0,G,1,333,1.0,a),a),0,
334,1,,FEUERWERKSKÖRPER,,1.0,1.2G,,1,,,,,,0,E0,MP23,MP24,,,,1,B1000C,,50.0,0.0,G,1,334,1.0,a),a),0,
335,1,,FEUERWERKSKÖRPER,,1.0,1.3G,,1,,,,,,0,E0,MP23,MP24,,,,1,C5000D,,50.0,0.0,G,1,335,0.0,,,,
336,1,,FEUERWERKSKÖRPER,,1.0,1.4G,,1.4,,,,,,0,E0,MP23,MP24,,,,2,E,,3.0,0.0,G,1,336,0.0,,,,
